Date,IT_PC1,IT_PC2,IT_PC3,IT_PC4,IT_PC5,IT_PC6,IT_PC7,IT_PC8,IT_PC9,IT_PC10,IT_PC11,IT_PC12,IT_PC13,IT_PC14,IT_PC15,IT_PC16,IT_EXCESS_RETURN
2019-01-04,7.952321765956091,-3.646955148629623,2.0378489563966506,2.746680403168976,2.2344571382682914,1.4659484604906947,1.0621860951085191,0.6511372727963983,-1.1299299861866152,0.5341295158995183,-0.2035307418109074,-0.09181868059679586,-1.0274000135801213,-0.5134370942274896,-0.30057885647482147,0.5427688589068176,0.0
2019-01-07,6.287012638367529,-3.8825087844944064,2.300559408882517,-0.1396484835956171,0.4141413792630568,3.0791930516817074,0.17112534451569367,0.7108818019590345,-1.2667475902247811,0.16794336598096052,0.12169102737669407,0.19823330028381517,-0.5765533966038353,0.13829944734943544,-0.3584596581207316,0.512543502150226,0.0
2019-01-08,6.091661776538392,-4.108670103903444,2.28015070568422,0.2060264399747315,-0.18417967673824112,2.448749460283939,-0.1136990742910813,0.9789297707356167,-1.2547741358422027,0.11688349144825073,-0.08571010349679387,-0.36269996829189105,-0.8114134300282374,0.490417370179026,-0.4336942830996081,0.5532601958734386,0.0
2019-01-09,5.89971331338875,-4.4053427290758576,2.4150985178851405,0.9759795546045044,-0.43655151598958564,2.0662572904948093,-0.4202972432461633,0.9233891852410727,-1.4122075809788226,0.38173569369725097,0.0702928631509378,-0.6812915698648794,-1.141213193563955,0.8539268852890327,-0.744194381230495,0.5016763658141684,0.0
2019-01-10,4.373128509096858,-5.02095592689818,2.283517090788597,0.19428811048542824,-1.1534988600994915,2.3114812288905315,0.05003175093887064,0.27290826972951765,-0.22000181620490925,1.2661561107081378,1.3170035651728265,0.10910626726288887,0.18488720291845723,-0.18406543583665194,-0.03005129131825938,0.6193412951550845,0.0
2019-01-11,2.844547732505457,-5.571288432723958,1.8633002531135845,-0.9658936026769603,-1.26708888783734,2.9424169512580516,1.2058631473013284,-0.8249483635020904,0.4253079624379579,1.0353254187537944,0.6299528553379841,0.2532352386801931,-0.6094346639770873,0.04745148254694071,0.9202121171748221,0.5968018064898238,0.0
2019-01-14,3.0080752904007153,-5.2127392250862785,1.732500397646663,-1.87235315987094,-1.2048217335089582,3.2483835522862194,1.1475646768933376,-0.40316488317433796,0.2458735919548025,0.741125086453253,0.43185874430861537,-0.019696500729445256,-0.6982030106041945,0.016628158469712512,0.5526919632161672,0.6033955008208849,0.0
2019-01-15,4.285548849884153,-4.982463612154981,1.534277874766579,0.7283302050564641,-0.47121680146058603,1.0898798808695902,1.2721644465779784,-0.16540505689406168,-0.019992920245032277,0.9561294145907769,0.4528104908613498,-0.6952336926169238,-1.0102515498737883,-0.5971678021805248,0.58365948530736,0.5545911531988009,0.0
2019-01-16,3.065234974415639,-5.2486466485983,1.7717875949613178,-0.8157385469623042,-1.116576194216562,2.0000735867004455,1.2239250018192191,-0.309068270168928,-0.14112149746737176,0.5108953641999474,0.050111941578667364,-0.46971952182524246,-0.8640166562760702,-0.3957039962047243,0.8511164749512815,0.551240034072268,0.0
2019-01-17,2.726236211787023,-5.522502803460119,1.86975676052311,-0.19378111585774896,-1.3537735629735674,1.3036883587990578,1.2614370671430566,0.044836007591878474,0.5001866786967227,0.44042422583723767,0.3289585135000432,-1.0825330273395826,-0.8883427190059567,0.5055378745379066,-0.23812010941316997,0.42114888160704483,0.0
