Date,NOW_PC1,NOW_PC2,NOW_PC3,NOW_PC4,NOW_PC5,NOW_PC6,NOW_PC7,NOW_PC8,NOW_PC9,NOW_PC10,NOW_PC11,NOW_PC12,NOW_PC13,NOW_PC14,NOW_PC15,NOW_PC16,NOW_EXCESS_RETURN
2019-01-04,-0.9193288305009097,-5.064563395329935,-0.8273828102574371,-1.1037925971943694,-2.511287897330812,1.0972021464080057,1.1703696621161337,0.2548081474648677,1.682277284426982,1.1805632103635322,-1.4980883061736865,0.19029829909113877,-1.1117272050478944,-0.15885282093050102,-0.040762395405155305,-0.011934354763630962,0.0345004730856904
2019-01-07,-1.347023228186175,-4.6100421990140585,-0.5007622560376147,-1.58862166766809,-2.939140226650726,0.235913514642064,1.2251021832641629,-0.27518135156749557,-0.1041536208691347,0.8891041467337945,-1.6473564620725756,0.3924534071557044,-0.9453868957639333,0.05082817115044051,0.2965976451802285,0.16672011728857827,-0.0019811483292778
2019-01-08,-1.9490988119190722,-4.307085364472075,-0.530284089945941,-1.801158602237609,-2.567609259748936,-0.801051867882536,0.7247827025605237,-0.9319308842718594,0.2545999066888811,1.2523684942812185,-1.662308471918307,0.14926032783633572,-0.5701281328559686,0.24915053834007786,0.4654047582611478,0.3885936689038007,0.0084478244880597
2019-01-09,-2.070029529061634,-4.535493019627096,-0.1615746929787527,-1.159649628066528,-2.4109836809451277,0.15009518765862034,-0.10307916089101327,-0.7204851069214258,-1.2140579125843245,1.9963479518451834,-2.529459092334986,-1.1754464054065388,-0.10608140223075868,0.6274849048983233,0.9036970350129327,0.2960298907053979,-0.0069860253560492
2019-01-10,-3.192694454538558,-3.888058238238234,-0.45729774168416215,-1.4679329442570561,-2.0845924194038012,-0.6731117390189582,-0.006868279825561281,-1.090719446363048,0.29401218346052105,1.013942310951976,-1.1611709107854626,0.08840957189264936,-0.3835033719224324,0.5335956151394595,1.3241279501209091,0.7004707915078604,0.0090410798083999
2019-01-11,-3.6230873706086117,-3.5356021771409596,-0.86907000490342,-1.2164649848600404,-1.7356166368144177,0.00622016301431269,-0.14754860534612818,-0.6302551544394462,-0.6257932631446643,0.4462475007703409,-0.7829327048478054,0.36711238859347634,-0.8932535009965425,0.19094128317694406,0.8621083897522916,0.5016114112429252,-0.0119055651651535
2019-01-14,-3.4202280034007417,-3.6057838639778876,-1.8441451390062125,-0.8529034787061587,-0.7207190392520801,-0.26860334608312436,-0.4508939439236633,-0.6957122791987478,-0.6843012377910664,0.35124055736449,-0.6628074688552898,0.318954332120769,-1.178633767466806,0.08710571262701185,0.5405348345093297,0.25104384497219884,-0.0109871045380276
2019-01-15,-3.266852971190648,-4.2784942176734395,-1.0763182738796728,0.11206060984700665,-0.49688862900665914,0.3817101982893302,-0.43167420698596537,-1.041614263011962,0.17647729277806865,0.3788897434233198,-0.5647814331610331,0.3788088560971635,-1.492435212978533,-0.054395181476944145,0.30624267445093273,0.14365452075564344,0.0043615213631495
2019-01-16,-4.229684347658058,-3.3713902155221733,-1.3526942320789532,-1.3950093681126947,-1.2588466312357904,0.0633705307030767,-0.38237576695963443,-0.4862990474645831,-1.2296304047262057,0.3578750500019141,-0.6655936341297229,0.6066974566210667,-1.2939307878295248,-0.42916636004391384,-0.20562954393620891,0.21840584985868708,-0.0237315447031038
2019-01-17,-3.825767814975875,-3.9594366801780074,-1.437611504633852,-0.27595234763655624,-0.2521702839081624,-0.024587358840221875,-0.787715666227682,-1.1080346845216533,0.06042077390113887,0.721134130967199,-0.7426683260641057,0.10146597963427437,-1.2291888586655728,-0.2051563184951035,0.04807769092983281,0.22311721140888569,0.0059023489584316
2019-01-18,-4.308768434472582,-3.7400340316667204,-0.9306669215570037,-0.3280584318945353,-0.865937589278235,0.7476811700666156,-0.39280468183969447,-0.5534335974209293,-0.37209253596895353,0.2624729417123584,-0.5981532349218388,0.6738686117490171,-1.1314213506691948,-0.7422518534419009,-0.22235486523299988,0.38599613029972185,-0.0089370397232782
