Date,MSFT_PC1,MSFT_PC2,MSFT_PC3,MSFT_PC4,MSFT_PC5,MSFT_PC6,MSFT_PC7,MSFT_PC8,MSFT_PC9,MSFT_PC10,MSFT_PC11,MSFT_PC12,MSFT_PC13,MSFT_PC14,MSFT_PC15,MSFT_PC16,MSFT_EXCESS_RETURN
2019-01-04,-2.589046677694057,7.5865239250146494,1.6079224488632389,1.7072030345334575,0.7691777961065625,-1.495270513472532,0.18841688613794122,0.14524322399417847,0.060875275456507214,-1.4942974540773006,0.21437377018249654,-0.24352053865102666,0.4105827550856498,-0.8006326830433456,-0.4413607571340531,-0.465164878804818,-0.0057350496182618
2019-01-07,-3.0210474490592105,7.201004333082356,0.4162736344720308,1.0643021395757333,-1.121041031927334,-0.4838595746820814,0.1355187505029686,0.6457694649528215,0.45692934465832313,-1.354750624584188,0.5547565014462974,0.27623857467927987,0.3692424041818009,-0.5906948878611208,-0.1287915760638583,-0.21979734666180323,-0.002444659410655
2019-01-08,-3.4382009872003154,6.77251831217416,0.8844244868623997,1.183846381947725,-1.191134766328896,0.04511341200085395,1.1854302004362507,1.0900621646937458,0.22974398723990272,-0.8696972526147633,0.32548276302655443,-0.12122668855249591,-0.07149145698139693,-0.755885797072188,0.25840674437044386,0.12610593773717604,0.0102015845510414
2019-01-09,-3.6431371389577825,6.30452671160153,1.9608902456900805,1.5930430319670283,-1.308220556762141,-0.12986719819522527,-0.642711544811634,0.39825942006530374,0.23392369652543407,-1.3611256334889128,0.4743086854757635,0.35310363298505326,0.10202547768256232,-1.0140272054745905,0.6743731216109177,0.7216069516691486,-0.0109440709389199
2019-01-10,-4.1842416787142485,5.65432459773185,0.6971296402801683,0.9663387621044714,-1.6353426640452493,-0.0746549412345646,-0.4570831446267726,0.5528765713263959,-0.4371281997966164,-1.6082102758568724,0.8541044501318609,1.0309918053110172,0.5722155593008074,0.23751318776851627,0.35638707959304256,-0.34330116787701775,-0.0075756647557129
2019-01-11,-4.640414681811922,5.136082209953072,-0.448384479151545,0.684356945124483,-1.4376468741066017,-0.5169263441511794,-0.018290525431914634,0.7307859823618313,-1.576931589714911,-1.5633170065046584,1.065419314527093,0.09748499340531491,0.7216401189020448,-0.3385508068885835,0.1603393792301744,0.017885715595185835,-0.0020381570424814
2019-01-14,-4.699353215560567,5.217419419407064,-0.8435368930442052,0.44568144913798047,-1.2298748337659842,-0.2087167564527775,1.8139063347797975,1.1311001729115047,-1.679201464502389,-1.2390399291810774,0.7991111724715874,0.09420341176865378,0.5704413722953975,-0.5526501220255282,0.15788930234190504,0.18208869874337763,0.0182836777582325
2019-01-15,-4.627399272221165,5.044870867266937,1.2609963337358294,1.247907129549833,0.032524225133521614,-0.520882222881717,0.5307178774419417,0.14102185187442765,-0.6014616648885918,-0.9428029104216843,0.7316674888613519,-0.167594071918875,0.31834594379713055,-0.7002966434555804,-0.18624868707271142,0.006904195742157726,0.0013015071311247
2019-01-16,-4.842132056626786,4.739132256926556,0.6134235370321288,0.6084940144991147,-0.9464455803098292,0.04246192880770248,0.10064501659896823,0.14361601680698516,-0.4407140270318408,-0.8469405759237368,0.6785073894371298,-0.38058318444921263,0.138600063546445,-0.7480492598771412,-0.09794551148627217,-0.03896207510314043,-0.000569247574052
2019-01-17,-5.20135954925134,4.262253264962986,1.0961248544303177,0.6931688842984043,-0.9662557304803975,0.32257924806162225,0.27072844302942256,0.09273243374785885,-0.7653260341663706,-0.7251848208653843,0.7112257203867618,-0.01873116099137592,0.08786923611483544,-0.727773375439539,0.43257029816775266,0.5217823057299615,0.0017999852164999
2019-01-18,-5.029382707118426,4.068905405773345,1.7171744456972167,-0.015836738953203335,-0.10780133242485816,0.17221271232774216,-0.27452101134395285,-0.6936663362021636,-1.118753627367873,-1.0867920319948159,0.5238615189632979,0.2022796635956466,0.3038761867134191,0.028900020636760386,0.3255357494999352,-0.13047738826500885,-0.0046896197048521
2019-01-22,-4.971403912324087,4.46944250482514,0.05499170930657373,-0.5147268945230988,-1.2066017032861742,0.8615402444262376,0.5091422421709284,-0.07058078207326872,-0.4471008887540074,-0.5827834360956469,0.4091019901181529,0.29296686523737414,-0.002422211802752106,0.21798840791289475,0.46925985628728156,-0.28832963240856413,0.0075435100920745
2019-01-23,-5.6656632650378524,3.561520281079557,0.7327274713186257,0.6743414007909886,-0.5123136920663102,-0.05009994391323313,-0.5594903908243307,-0.17574940008729856,-0.6257602785321655,-0.429919965188178,0.34749117301949484,-0.5584748323044886,-0.29274880251198687,0.1080375863212614,0.5316155437934023,-0.3459676724333306,-0.0061549858228697
2019-01-24,-5.906367824481446,3.3869410864282874,0.014673350677603347,0.3746212825958598,-1.0428558499288594,0.32765318181771513,-0.1271222314292431,0.09253971683459854,-0.5123050267762588,-0.06889120629804024,0.16166495642878137,-0.8924557568815257,-0.5855055230157046,0.25991944905593845,0.46304542827655576,-0.7709790335877602,0.0006449897986013
2019-01-25,-5.495311219183279,3.575752186724367,0.6621685307943638,0.25829034051154387,-0.07632031523262595,-0.13701203369592604,-1.0663866922297798,-0.5880123153754604,-0.4670879448289409,-0.7408641824765059,0.11018314935826751,-0.38994407528563213,-0.16712499299929193,-0.12552184020043972,0.4242311793534102,-0.2931502559521011,-0.0116548657240939
2019-01-28,-5.436360798921468,3.834780088682832,-0.9995286391130171,-0.13896651872146004,-0.8253981755217744,-0.06337220178931911,-2.018757332185649,-0.4164587609437467,-0.1253040358342227,-0.8353135469449403,0.20937649583407025,-0.5546896686653551,-0.15147272210697343,-0.5014822449227069,0.4700813746488678,-0.10277062667635943,-0.0189092261641977
2019-01-29,-5.284624753534371,4.299509213392722,-1.7097064216395503,-0.6065152914039953,-0.45811482640238327,0.5415826833417419,1.310161927105275,0.17021892904037114,-0.45195911803596983,-0.2802261870549609,-0.20084744075226,-0.32201343487619505,-0.2749853819800203,-0.5372350140410138,0.40304935182631046,-0.08541746049152515,0.0178682823474692
2019-01-30,-4.225265622925487,4.956000917566339,1.4934971225176092,0.1517866165986607,1.5747840787895382,-0.8390203224072199,-2.2716607814456498,-1.595530520061435,0.1232839591077514,-1.2387322384846895,-0.5275201493066699,-0.5068813208583403,-0.044071087121527006,-0.6139575948782408,0.11449458529254045,-0.5104799556236382,-0.0269278911473605
2019-01-31,-3.4401329347910603,6.1015257351272165,-0.013809964224108228,-2.045673302655647,1.1440369254424707,1.2694420740084682,-2.4492803390689906,0.8598051390572163,0.061884623755803184,-1.6710743855229193,-0.4777769557010045,-0.6074990402191802,0.01611983219165584,-0.1348144443941596,0.4861546037863172,-0.6674449688128837,-0.0166986928602498
2019-02-01,-4.2499761326711125,5.657119313444165,-1.380995513618759,-0.8485437574103363,-0.5128685912114225,0.022376353006892107,1.860633577215418,0.0802086442611786,0.017805849733206154,-0.21722332567707336,-0.7150116379621976,-1.027869621131773,-0.7693148795432793,0.32509003571913675,0.8810707678298015,-0.5989231029192928,0.0220231730935529
2019-02-04,-4.379512144401124,5.304065197812162,0.7634560509191662,0.8665707576025082,0.6562811542904211,-0.6787912685080343,1.1030159376350877,0.3474523600138963,0.46291738618184386,-0.3627685750250401,-0.4891062884469737,-0.469994114691868,-0.6374187994025791,0.5813645916913552,0.7049781394324082,-0.6860204195392624,0.0092881139171954
2019-02-05,-4.776964031784984,4.659676014832286,1.2013781993897608,1.0676025422861575,-0.4315927171812965,-0.363662641758522,-0.6028045953665838,0.12338285637931805,0.6558471241003772,-0.7023366643931327,-0.09235526534442215,0.1734495729542509,-0.4222745392704057,0.7769499489323536,0.7874112561054787,-0.7156322144148056,-0.0088741806061573
2019-02-06,-5.257038967358321,4.297229775447264,-0.8281421341316694,0.8111507558710236,-1.2204936820779575,-0.20408690318259864,0.09774075847702898,0.9364715932635429,0.48006152674279495,-0.24341201057726866,0.030298916622809802,-0.306102952015551,-0.595621322777826,0.365144936748308,0.6894089183867973,-0.5163244968666129,0.0021893363586435
