Date,ACN_PC1,ACN_PC2,ACN_PC3,ACN_PC4,ACN_PC5,ACN_PC6,ACN_PC7,ACN_PC8,ACN_PC9,ACN_PC10,ACN_PC11,ACN_PC12,ACN_PC13,ACN_PC14,ACN_PC15,ACN_PC16,ACN_EXCESS_RETURN
2019-01-04,-1.6062987525953996,-6.532285862244273,0.9729741986269919,-1.015408935673066,0.8328865021395782,1.2574594831462336,-2.8310076456949638,-1.2425958627208948,-0.2007647266799495,0.8472493624657301,0.014069850693796989,-1.2039665202460441,0.10371391682274773,-0.9715661732561742,0.5908528846441586,-0.2535011128130595,-0.0035369817907203
2019-01-07,-2.0602530744858827,-6.107714450697227,0.12019812078434627,-0.6307282660834108,-0.3795884398656026,0.40372454679585845,-2.049117542037499,1.1772022173275578,0.8256920266179181,1.0128518738552768,-0.21410642969544558,-1.324443444926937,0.6416736630806233,-1.0221909868565797,0.4256428721839449,0.35405125368070023,0.0155943335480159
2019-01-08,-1.8440981657309623,-5.781537219685103,2.2531643442130362,-0.2160695742361599,0.01611243456683583,0.40965378128941216,-0.8728544048971678,-0.5958897977444272,0.5478941600037587,1.8804314688763337,0.3179327246240101,-1.3065119589924132,0.35876394542372386,-0.7453001797777401,0.5388799648545745,1.235023400954378,0.000931600223552
2019-01-09,-2.4100927161515697,-5.365563618219321,1.5659130274668833,-0.679373488711267,-0.9121686456963769,0.14548719303213534,-1.194195934018791,0.6451152121152595,-0.3979105144728376,0.9294758032559868,-0.18971832984810164,-0.9353930763803522,1.0034013074531527,-0.7474556726243594,0.504100203256019,1.6617043445652593,0.0033652869305244
2019-01-10,-3.2700753278572083,-4.463763239894782,1.7424954615859238,-0.9345591955536611,-1.0405430156209132,0.21617489234774023,-1.4958757143343386,-0.12158661949098304,-1.2731420358046728,1.4848892746926423,0.16140441122844404,-0.4178160185951487,1.7490004011288158,-0.999439806008131,0.14098205733256147,0.7558311644145014,-0.0052270756162112
2019-01-11,-3.1324440724144624,-4.561541352259299,0.5975690079163206,-0.40158739505867364,-1.393478041004795,0.0016629022082439997,-1.125638729156468,-0.2737681976664935,-0.726706172811693,2.2088507995880975,0.6002523065682973,-0.5647686638083695,0.7622488072664755,-0.7590883362825709,0.029668845963232205,0.7424527056905305,-0.0036325418278163
2019-01-14,-3.707135347615139,-4.38940642433554,-0.08110036779180826,-1.2958885726966929,-1.6877870503870425,0.19788253165476208,-2.041547400516412,0.39384917241929657,-0.5350623423997628,1.4966838000880849,0.08327457054895342,-0.6624674999968191,0.840424756890597,-0.7214378315292667,0.10638435053470746,0.800121947654345,0.002802058339197
2019-01-15,-4.256543616138986,-3.793395838433349,0.6600224618584745,-1.1761073242617957,-0.5920835314925789,0.50039195003883,-2.1659566790264755,0.31558515422120337,-0.2485161748304297,1.100921688407822,0.6164727745248929,-0.6424460686866618,0.04662443976472456,-0.6423624932209504,-0.2382123993397887,0.616618526196986,0.0045177703945901
2019-01-16,-3.5219158055369904,-4.061109272146558,0.9022655885265829,0.7450463108574625,-0.14773895616805321,-0.04625777859383236,-0.8892896328026413,0.5420180840326904,-0.8028155619931645,1.2763305652488988,0.6433041674350585,-1.2567873828026237,-0.18584254827680805,-1.1463226500314139,-0.32114345620538404,0.539853867037168,0.0007937242445675
2019-01-17,-4.325606128586479,-3.3588502320007687,1.1643030132590884,-0.4247097892413906,-0.8272763625838041,0.12544880709586573,-1.1001332535187203,-0.09237739176099719,-1.025634168875322,1.3684440990228517,0.7891731297254932,-0.6333598420307225,-0.04306783991746319,-0.4202576885156586,-0.13123501415550987,1.4322084301996427,-0.0042640614373003
2019-01-18,-3.742312093983701,-3.4616092890051204,0.928460646893299,0.41587391593220807,0.16190332261524926,-0.04184383267953506,-0.8130990003950009,0.9619063077037613,-0.871080237349327,1.260085332828351,1.609381033230617,-0.08582488810335087,0.40410339914328414,-0.284328915701438,0.4445596808455823,1.1102890289427771,0.004320128817044
2019-01-22,-4.386102210890746,-3.1891466144637346,0.21666867410280616,0.12796680800720137,-1.0774003852177996,-0.16492521844333988,-0.36403926246524165,0.15970462419241505,-1.4382034014355358,1.069210614191177,0.634520682205834,-0.4778315717838255,0.6637825424206488,0.1694311182442461,0.08004044151312076,0.9312480132250666,-0.0058949126743583
2019-01-23,-4.640550982035526,-2.933530360458334,-0.1362290882963373,0.4459166007305036,-0.2517743747081841,-0.12606981533002956,-0.7476817596592413,1.3851812758134627,-0.1636266648137257,1.0099954732176086,0.5839524059082224,-0.6797164158278558,0.4770045237645083,0.8917552815453326,0.06142752725731409,0.6955325380574017,0.0102804336193388
2019-01-24,-5.032609231418327,-2.4960342115829155,0.848255613687155,0.4713757415734883,0.09539541206782924,0.054201014423464845,-0.7692503589863005,0.685100016306258,-0.6393144884867976,0.7527679950655919,0.25516849007362796,-1.2329893834874737,0.13821715624790334,0.8713224795800432,-0.006805866313784609,0.4995002583677574,0.002833291139445
2019-01-25,-5.213027135663514,-2.293451713252637,0.809975317803811,0.2137386138375951,0.009861239518204699,0.06835367354522846,-1.1220386203767403,1.2073489285577512,0.044675604615239686,0.7966835683893763,0.05648721051350974,-1.1323879305887783,0.36307815342248717,0.7912427679030285,0.10755276012712214,0.46945988286127144,0.0104151845092126
2019-01-28,-4.988328795108827,-2.3446361512994653,0.4439596685962131,0.6577661928744801,-0.17055717484604346,-0.10721115387291386,-0.42602741548426865,0.5275944088588881,-0.8561956209214177,0.7406797433165736,0.3344861235773432,-1.1747293679303392,0.23654219274104707,0.5124825893773084,0.32235220978414003,0.643256902242714,1.112298899359548e-05
