Date,IBM_PC1,IBM_PC2,IBM_PC3,IBM_PC4,IBM_PC5,IBM_PC6,IBM_PC7,IBM_PC8,IBM_PC9,IBM_PC10,IBM_PC11,IBM_PC12,IBM_PC13,IBM_PC14,IBM_PC15,IBM_PC16,IBM_EXCESS_RETURN
2019-01-04,3.8558154325620757,-3.1653615844158085,2.336612608310482,1.5305972627767588,-2.0123959956161066,0.2874857433214954,2.2096119566079375,-1.733158261930573,1.0772879525519787,-0.5379599047465964,-0.9718013189912239,-0.8000240358553886,0.6710886124653085,-0.10085017287473674,-0.28175484411163426,0.42204468419838315,6.435930747520063e-05
2019-01-07,2.929227106533896,-3.503435699530279,1.7833879751270822,0.6614817627547854,-1.6636874559092485,0.04873689914916994,-0.003068757904151153,-1.5866713679660902,1.381065219395039,-0.17591909723745486,-0.4180807346477957,-1.7631864972762463,0.3620276909250856,-0.3774038222602879,0.33577449808214993,0.4707104089259305,0.0045241368457542
2019-01-08,2.6594731587397664,-2.7703711394326263,2.8025081386569264,0.9946802869555188,-1.1151800386386315,0.11921812675656743,0.31652586465431304,-1.2160361789039467,1.413430909218956,-0.522345920602106,-0.5401161733302404,-1.8475340626052157,0.31279564005828914,-0.34288491060151055,0.10544724905118481,0.7495950686693043,0.0030784490753172
2019-01-09,1.795353067926486,-3.20541042191872,2.5202371157764203,0.9813332927174759,-1.5458700495451476,0.2740222507196006,-0.4043642609096131,-0.9963936298229268,1.4175079053628672,-0.4378037219654547,-0.20310087414231548,-2.0506429778811137,0.531997615690163,0.09828103248387104,0.40929922873842534,1.0664988898769714,0.0045959879489386
2019-01-10,0.9507625494934697,-3.2221342189232183,2.7266008226102123,1.4204305640258827,-0.7206981735881796,0.4104341129228162,-0.4255629038600096,-1.4671088634282077,1.1892523303019924,-0.6667411230366075,-0.9170845912548472,-2.1219629603384305,0.1352691588811767,-0.27671126281298436,0.589190853589967,0.40475353013589,-0.0025632042332954
2019-01-11,0.25954465621214434,-3.6677554409734854,1.7269388370137804,0.7979580071387353,0.10978751807177856,0.549655908705851,-1.1690735939038228,-2.028638598118125,1.3927258109697738,-0.7796730593428024,-1.0229292117624724,-1.6219498398807681,-0.13378625000239816,-0.3219351495378942,-0.21136737034935554,-0.44541021719601237,-0.0035517036499889
2019-01-14,1.2145610289951312,-3.1542187605138454,1.66163069287606,0.21765570565584563,1.13353023176593,0.24034918723409557,-1.0800205349679517,-1.8954635523840369,1.7161009036059822,-0.7615976324834219,-0.8395510697576195,-1.7228191264638948,-0.13728753596662086,-0.23503779937419317,-0.16675740890882945,0.136833297578718,0.0004086083867419
2019-01-15,0.38303156959947016,-3.5783907380614974,1.797296013036602,1.188751177537261,-0.451205015072898,0.45414422998107945,-0.15915374081897485,-1.5452211957458482,1.0585540146565189,-0.7084227013375923,-0.8447534779880169,-1.1486311405619967,0.5378906463862181,0.27615870379727775,-0.4814539521547248,-0.21543628948590302,-0.0031258810043525
2019-01-16,0.10589301021262675,-3.588395186837377,1.5890731030210432,0.6846824971856958,0.5193002140034286,0.049002094869169406,-0.8932439965816175,-1.9476107812864571,0.9525074423865011,-0.6097013799481877,-0.6946781630335568,-1.3815011851238668,0.14319811487866482,0.2218066191013071,-0.7780174610488908,-0.1356700946760011,-0.002904235385846
2019-01-17,0.2753783730300524,-3.0505772942921014,2.0388795992638924,0.9199411206934294,1.257605433665985,0.23291001935865766,-0.33076271494452003,-1.5559720739728282,1.4321677883896837,-0.9125550478624759,-0.6968693055702835,-1.320411515964848,0.284352779452939,0.4398047330418455,-0.7341044535711863,-0.01048459583431334,0.0001566780212402
