Date,CRM_PC1,CRM_PC2,CRM_PC3,CRM_PC4,CRM_PC5,CRM_PC6,CRM_PC7,CRM_PC8,CRM_PC9,CRM_PC10,CRM_PC11,CRM_PC12,CRM_PC13,CRM_PC14,CRM_PC15,CRM_PC16,CRM_EXCESS_RETURN
2019-01-04,1.078240665274895,-2.3087753721946864,2.507402070221034,1.6571381419082356,3.111161646528281,-1.0207698962054326,2.9173425495344514,0.019367605953977254,0.5577601468966062,1.7838360918684422,0.10569558956969119,0.2576836090323625,-1.4624640979149157,0.00011595005602358738,-0.33612886812660986,0.06917946008285407,0.0238680808252965
2019-01-07,1.3910980447970742,-1.7424521322316955,3.0934515644706377,0.9981719223053257,2.4865570312211744,-1.8332004104639352,1.7239238006151654,0.4682290768542051,0.5653478304564489,1.2196131644326058,-0.6264538023634489,1.1398585363888618,-1.0437881537142861,-0.3380633812994804,-0.6013709308334441,0.2592949034767075,0.0149144632365711
2019-01-08,1.0687484296088492,-1.4541127731855736,3.7418977309273744,1.087521174740038,2.306125158286162,-2.027461921575458,0.9634164053327736,0.9261308159999417,0.2254839250027438,0.12608637394502298,-1.3143212904170072,1.2604550532163414,-0.7578522853710765,-0.03026728610047253,-0.739718301957116,-0.058060441877683985,-0.0022451578289399
2019-01-09,0.2272178382757683,-1.8826707261904962,2.6696379368249405,1.5922602161929829,3.0764652391313883,-1.8782593497726057,-0.08787948158587292,1.6415989707416847,0.5021085037684002,0.20586717748938946,-0.9228238090520647,1.3536437178347127,-0.15114429561809697,0.4172756180542523,-1.3942849522862897,-0.2538107682236208,0.0026738282836935
2019-01-10,-0.7655392063586709,-1.8485551407894134,3.194442216997342,1.1837633281909812,2.782667171952705,-1.5303299193444282,0.11904736137710965,1.2884816635971026,-1.062799047396973,1.8643815479704013,0.515029431983584,0.9139790932150499,-0.583742374816742,0.22644544768235442,-1.4040015456650055,0.23640395372606285,0.0036147869271218
2019-01-11,-1.1081938983935893,-1.941521965337394,2.0048771900168685,0.4794598225466766,2.6932854991675343,-0.9702127436054111,0.12353210667227847,1.4287370345030945,-0.6969444657366792,0.6817230733338779,-1.4535636852430742,0.7639616693985618,-0.28628080516185084,0.4336146089523578,-1.1803270108866548,0.40947800340233176,-0.0049084826064596
2019-01-14,-1.051293360666168,-2.0850827524963425,1.4592220025611389,-0.31503841286971923,2.469491272718947,-1.1003956363307217,-0.18812728173622206,1.5870681012617427,0.1609788542652644,1.2701666583500304,-1.4013026818795389,0.7963058554761501,-0.5126912161328813,0.28075903244447314,-0.7170767516745644,0.33386845602930265,0.0107777747205225
2019-01-15,-1.762963385599945,-1.87125058216426,2.2271181663258806,0.4808938503537116,2.42751022553256,-0.7731323733151941,0.7056718694144685,0.9362010045531517,-0.5425376017946282,0.3755170208863758,-1.5230454441959163,0.16791511633507183,-0.5815201360565654,0.40152492705904663,-0.40487010744058116,0.6615522452429592,-0.0065788272031186
2019-01-16,-2.387570208847247,-2.0929204329422233,1.860220956049764,0.44182283757772395,2.6811009357984603,-1.3517028286464894,-0.576861305943698,1.314595160002641,-0.6588349756648193,1.3455254576046567,0.013258116442264203,-0.04060936015722079,-0.8809128072655589,0.5936426127182327,-0.2913022446909821,0.27955646984879073,0.0010257545600876
2019-01-17,-2.8198428160844236,-2.0731386400439105,1.8109076309823295,0.9002437338301418,2.75913239316275,-0.9118172233055112,-0.10069034310156114,1.1891343631505404,-0.09197389874334147,1.0004005178983733,-1.3133002496278707,0.1716150665409513,-0.26429174793649984,0.7644123398165945,-0.5689337337704651,-0.07093803019837225,0.00477182633475
