Date,MU_PC1,MU_PC2,MU_PC3,MU_PC4,MU_PC5,MU_PC6,MU_PC7,MU_PC8,MU_PC9,MU_PC10,MU_PC11,MU_PC12,MU_PC13,MU_PC14,MU_PC15,MU_PC16,MU_EXCESS_RETURN
2019-01-04,-7.2532175098708835,1.1943244152692605,0.19682624959161016,0.8215118406060875,1.6646762334152638,-0.8013401655291025,1.9977208327688762,1.5844645992684812,-0.27128572672843554,-1.0210845455722546,1.4038274537286,0.4455639742164809,-0.8618642551387892,0.005086000634320848,-1.0005415805345463,-0.6927005047393309,0.0327449169955111
2019-01-07,-7.348718069792665,2.8651115177700497,1.07333556265858,1.887866322343095,0.6180646057395505,0.6412093137659121,1.1959992483825503,-0.2533332745356225,-0.6855830177710719,0.14578870546607986,0.9354517394290562,0.900730932267129,-1.3510093231524296,0.36768260253707247,-1.3449376900052488,-0.6967436090862864,-0.0173423551144508
2019-01-08,-7.330864789933738,2.014861972194094,0.4728449249074095,1.27655159301983,0.23385280956329152,-1.464625224008122,-0.20548811379216916,1.8026175307006302,0.23378216443626437,-1.1591874253450034,1.3574873459467212,1.037519816050226,-0.9767045753074483,0.46436784191392655,-0.6190851395934768,-0.830276807491217,0.0462872730040546
2019-01-09,-7.360219698484584,4.087390058778122,2.6535560870214514,3.0289394228329565,0.22059227556889233,0.977553746992763,0.5546925150244935,0.7158162251977114,0.07628810080364494,-0.3097196453197893,1.1234719449849262,1.0500002739004768,-0.5084289149010783,0.12106677411333637,-0.6338745357877363,-0.9713520872111405,0.0087434058561084
2019-01-10,-6.623813908513171,0.7876335027275321,2.185746663056654,2.332853906124409,0.7451399523835632,-2.1190430558088504,0.5221394978765345,0.18542491788592325,-0.7362559635282411,-0.6418539602012657,0.91488397394086,2.1993118210648928,-0.9326325360852015,1.0058014550949452,0.22415918998703244,-0.18636720685809283,0.0029310825931396
2019-01-11,-6.689041146323802,1.2763945689647709,1.7291682794570307,2.4996132452182374,-0.20937749344508194,-1.465654557474932,0.5838975249250901,-0.9313127404764547,-1.3305871373252578,0.37614804165715615,0.7799446850365682,1.990245534756054,-0.7904975346971003,0.4658849049254827,0.02594680891390001,0.019901924259337317,-0.0319543227854602
2019-01-14,-7.166284845358961,1.809234185849426,0.3319531494433847,1.8029289661116117,-1.208502202283604,-1.6020879351758524,-0.35156402863818537,-1.0074557779723246,-1.2735068359878972,0.5217842108470184,0.9122496370539712,1.427812460514086,-0.8191322690196468,-0.11636774504437726,-0.3140108576316213,-0.27548825496611445,-0.030335210458759
2019-01-15,-7.290725811987912,1.1647041413922568,0.2688134543816395,1.334475774676857,-0.5403439691586428,-1.1713725004504147,-0.27742689866173564,-0.6188986232490348,-1.0847162372917873,-0.22475927099657153,1.5256569672882248,1.0010532453318532,-0.6510465339782597,-0.2473385038641884,0.03398013475627014,0.5157213925532086,-0.0142843381094089
2019-01-16,-6.973890203413392,-0.41786299277812916,-0.2573238916010014,1.0250594082594762,-0.7034790397512779,-1.549937198721162,0.540048940477961,0.2127461267295747,-1.4293791008390608,-0.7110794327261523,1.0275237537539992,0.6453523391079456,-0.7158996592152731,-0.959203641139616,-0.2899743361407602,1.1910597902884037,0.0013424362936624
2019-01-17,-6.946976514070137,-0.2854778815510567,0.46733960001259306,1.505498242764458,-0.776655046485447,-1.0163195745178555,0.7450120568263249,2.1887625431879223,-0.7237558925823658,-1.08447178101079,1.1314703210473023,0.6117169662906029,-0.4139182410513553,-1.0621662632121363,0.03727253695177712,0.8901138216287807,0.0423069117272642
2019-01-18,-6.9331989586998635,1.8243664046606207,2.0390832317961487,2.539002160858282,-0.11720487911659877,1.797352347836816,0.7949393323163965,-1.5293709453720543,-1.5357251746079583,-0.6232809795446841,0.9785147279134029,-0.29043063090872356,-0.30823218841241734,-1.124137796370085,-0.2569654253605549,-0.11848082755329013,-0.0386950649751811
2019-01-22,-7.269254572930105,1.3488648197883613,-0.6416436739425309,1.0064535439801463,-1.7990319674481317,-0.30020678983009746,-1.6535978672017655,-0.3665812187633068,-0.8129493624317119,-1.5822980976283647,1.2221320515505865,-0.1202776983682585,-0.7372501560456168,-0.3984896347967484,-0.09506457604089626,-0.13103111655325395,0.0087212274944328
2019-01-23,-7.243269455319966,0.6952596383305728,0.41749906480062327,1.040595535989284,-0.3392779413419424,0.11502375300049979,-0.3999329415146917,1.1677711902760686,-0.03122194304640289,-4.363904099544763,0.9899270417298083,-0.7526740811413394,-0.49623374454122643,-0.12033144610138785,0.16982989918041813,-0.19116851680430483,0.0648669801331114
