Date,ADBE_PC1,ADBE_PC2,ADBE_PC3,ADBE_PC4,ADBE_PC5,ADBE_PC6,ADBE_PC7,ADBE_PC8,ADBE_PC9,ADBE_PC10,ADBE_PC11,ADBE_PC12,ADBE_PC13,ADBE_PC14,ADBE_PC15,ADBE_PC16,ADBE_EXCESS_RETURN
2019-01-04,3.5908343048403286,-4.29055709276963,1.714768057509427,1.3947530497079865,-0.9401885313815956,0.8477308071556177,1.7947177146528388,0.5184003123001394,-0.08731522410679667,0.048503590227106125,-0.08289112278978829,0.5677988019270302,-0.7332800340122894,0.9117585993159448,0.30311570252236014,0.7558667613420481,0.0065622254665228
2019-01-07,3.2960645772266757,-4.29729480313783,1.4132440807322793,0.8820335473255289,-1.033823003284302,-0.732207673579144,1.196450753461205,0.2515819041090738,0.06757126550943622,0.07208356702383564,-0.2908043078396192,0.9749210880088113,-0.41592810779875505,0.45015679061620023,0.4920440816078726,0.7815491238361485,0.0052222645570241
2019-01-08,2.700707141382118,-4.4674048613879735,1.9369063627638503,1.2614120052197304,-0.5891628659104703,-1.0450528869950197,0.967383908946165,0.2147761295822264,-0.3784344301933879,-0.46494216013335365,-0.4836314187904562,0.711680183407463,-0.601695039188135,0.12166064932227033,0.716272715641485,1.1134564432021856,0.0077207806012605
2019-01-09,2.514719986373074,-4.47819274958994,2.109834340876583,1.4953402055944336,-0.530094321496447,-1.3614328068607975,0.8509047915866658,-0.008405655251346405,-0.36789040250500354,-0.4299914308506947,-0.47825635919658244,0.9914999030059757,-0.3932836891016413,-0.19362940998959205,0.9121205566123701,1.1501480353203832,0.0054208149176124
2019-01-10,0.9620244607952324,-4.731865329729167,1.378742435141661,1.5565762838429809,-0.506324799411701,-1.4882115169175703,1.5605678577900488,-0.690775039815542,-0.5208649708729546,0.4686179907098129,-0.14564506849041198,1.3184312333347359,0.461527812180672,-0.44113588651740265,0.39022728372728827,-0.025004861894721776,-0.000778920944207
2019-01-11,0.6335795337079115,-4.75021653466548,0.9057104305085888,0.620218117374002,0.47757233013471856,-1.5067355438659311,1.7263249643570546,-1.4657075830511481,-0.799158841839042,0.8421055651212032,0.1604505968468704,0.7342884546297367,0.49437981638491596,0.6621911015805544,0.5174619836183039,-0.29871875873117737,-0.0073292610246863
2019-01-14,0.686696036785637,-4.8482630931931485,0.19371426007638767,-0.016813039924711243,-0.34618571331735787,-2.0000340247727806,1.763330416113384,0.4722496522786732,-1.4443676042201905,0.33538964915139685,0.057841168060763296,0.6567367922966596,0.12499181672690082,0.2971858883767176,0.43067221744204726,0.26417205975506386,0.0225320399486094
2019-01-15,0.6659096366657498,-4.454654867855166,2.023187038495266,1.469162021234414,0.4075388040277898,0.029837609610231138,0.8828576534208361,-0.4405680321853967,-0.13605784085270206,0.06478468461660741,-0.0246769283198525,0.37267528712862685,-0.3068811023853394,0.3965243151493892,0.4049629549617757,0.4323528687797422,-0.0039136651237862
2019-01-16,0.16568853488387034,-4.514808435239209,1.14896263584412,0.5492209877550464,-0.14898780992147584,-1.435747567873375,0.3644846849617159,-0.11654416471282208,-0.0636401810800873,-0.10127998839925809,-0.20668250916520303,0.11385017316871308,-0.36070830517667907,0.16090439720742258,0.43762407673409043,0.2985768738089321,0.0025346061770091
2019-01-17,-0.3698481982985059,-4.561024041177094,1.3515322271644667,1.0561589993145928,-0.012888634657379319,-1.0007475842333466,0.4380691319487091,-0.47049993399231976,-0.3208616500313634,-0.41091655493963736,0.0033059741983825046,0.07218946950592772,-0.4900286090299035,-0.3268262745659909,0.9397883129781691,0.6684510569437935,-0.000458011937079
2019-01-18,-0.21667290940428188,-4.326657340806893,1.6648924506678409,0.8410440599885377,1.024934111178212,-0.5665588761021252,0.14770223988535744,-0.5130167541929165,-0.4135328318658341,-0.3236058803994793,0.46235074318413466,0.12842117503496417,-0.5028796227939196,-0.48945260992083317,0.7994132029495258,0.33168940695997673,-0.0006299973038592
2019-01-22,0.4261927862391928,-4.301095009349384,1.2871667067423949,-0.23091195951194904,1.3801894961061159,-1.275588602499465,-0.2783491514082702,-0.41290603002585907,-0.5033874776452167,-0.6002512440525852,0.2106584344869711,0.3183129003023303,-0.370220523877313,-0.5552106688544813,0.5382519909557193,-0.06106213670030825,0.0030872432323985
2019-01-23,-1.4126108951176606,-4.552513954016502,0.47903810146337117,0.6064617760901244,-0.47970562055143573,-0.8100184316268948,0.4640581259367414,-1.070014574045521,0.14988363790781012,-0.194041274810774,0.06672011592118052,-0.9369110604583126,-0.36563635550228696,-0.4305121428761273,0.6822884087127378,-0.7996331865098805,-0.0119002756056998
2019-01-24,-0.17898738449045504,-4.330383083937481,0.758120914686312,-0.42937745222243945,1.088714908739758,-0.9354179544670276,-0.12779808244884466,-0.4769666405244438,-0.42978613445346625,-0.5756110513083111,0.4316839219903348,-0.5361949945274634,-0.6327747816140976,-0.16043018445924273,0.4518352117787621,-0.6846387654028269,0.0013645120074073
2019-01-25,-0.36381671726454573,-4.483247466393289,1.318754684687242,-0.16724228102327396,1.5476060725959964,0.08693538598445417,0.4907193015581393,-0.6219253875572004,-0.39378243047927847,-0.26128883627813865,-0.3106610419479392,-0.4247228262027026,-0.4722070386132438,-0.04950171298641114,0.13746279425810196,-0.33125359100170654,-0.0048087835037201
2019-01-28,-1.0371382407131744,-4.625861885002273,-0.18580622668733093,-0.6880892676727967,-0.2419468603226633,-0.9158892065555446,0.6654717445227736,-0.9381009669971896,0.5224708300893847,0.3521350130010679,-0.4837600239588855,-0.9186899798610323,-0.398984509221032,-0.22236179247909094,0.44739137630869497,-0.57387812520126,-0.0133463538782663
2019-01-29,-1.3851499408474617,-4.761117485975808,-0.5885051533855045,-0.8944194342458082,-0.5151515282346294,-0.9727154937138718,0.9148173822703852,-0.16837641881964507,-0.22301420413848053,-0.08472412941461772,-0.493560216106711,-0.5405686728344484,-0.5212186306850297,-0.02979158850499546,0.13416075599958313,-0.262138273402379,0.0029172032046658
2019-01-30,-1.1825305980660195,-4.660351894279873,0.31715605226328225,-0.0732552080102873,0.03875592175057072,0.29549657812793817,1.062905072314037,0.6769120648238823,-0.5186003407824121,-0.1665950711054333,-0.05683906212094032,-0.5517009130285081,-0.7434141318242538,-0.22256141309817995,0.04188295920607027,-0.12287782813219429,0.0126248580653078
