Date,PANW_PC1,PANW_PC2,PANW_PC3,PANW_PC4,PANW_PC5,PANW_PC6,PANW_PC7,PANW_PC8,PANW_PC9,PANW_PC10,PANW_PC11,PANW_PC12,PANW_PC13,PANW_PC14,PANW_PC15,PANW_PC16,PANW_EXCESS_RETURN
2019-01-04,-2.678660304136427,2.641954956683744,0.7760984609984922,-0.8382285205582282,-1.727061828457695,0.8742740526040707,0.018913039123963582,0.7435727341580878,0.2425265013419031,-0.5423527529212236,-0.32934481766137935,-0.02058581051323695,-0.6013165519991817,-0.25221962928615627,0.20309135431699366,-0.49708561662794415,0.0090314760255156
2019-01-07,-2.7514499619046657,2.619806537720615,0.8014522376694805,-0.5686415598616159,-1.5439503597919084,0.539677774013671,-0.2908441941218325,0.45716497732798606,0.3147139256864768,-0.4279667770082791,-0.43380640412065957,-0.12856232737581058,-0.6014422097335373,-0.1145278994218739,0.28914410361007875,-0.5723330546188099,0.0067338470237301
2019-01-08,-2.9910076999542734,2.162679681632168,1.2819620766505484,-0.44219109799922085,-1.6169597642977278,0.2918924269615398,-0.3651749719166537,0.5768957124357262,0.5148435180312477,-0.5487637174933481,-0.45623303585591174,0.03399824244313435,-0.7486874515543559,-0.37741351208636564,0.23175142369162113,-0.33901266085258025,0.0099860369241066
2019-01-09,-3.3925159403612213,1.5540705285628325,1.7224928877695267,-0.1895578448215599,-1.8111662333062275,0.027693609347044717,-0.366779702589977,0.5084539351095895,0.5541887731295873,-0.6172239420814947,-0.6147217750328805,-0.4744424052807844,-0.1826190457590403,-0.06449524554839567,0.28692340466823585,-0.3889340985212151,0.0104574753001486
2019-01-10,-4.08245876213072,0.4459971893616059,1.6216062698312503,0.47034168090556994,-1.6479246132183036,-0.3149518586942407,0.4598674890591394,0.6075615686142387,-0.4987405647019347,-0.7256561486400621,-0.5805424235479806,-0.7438463885137396,0.9650086548239576,0.22600668364658155,0.5663240851236225,0.0035953105920592606,-6.716696361881795e-06
2019-01-11,-4.149503471131485,0.3693372507957595,0.8175283299237329,0.13049525560407532,-1.7327703321083747,-0.5184746446148768,-0.10449742665823504,0.5957012813358508,-0.3243634036208476,-0.659611197577833,-0.5633147865488602,-0.4223070313803679,0.6295417400049549,0.3067575978006774,0.5759589092590408,0.055708249696000176,-6.972885203322676e-05
2019-01-14,-4.303004718266479,0.7615921034534349,0.6431158342177319,0.720141366605987,-1.2170007287485498,-0.6331962740931314,0.11074417439816081,0.42367611106224434,0.8428260705665188,-0.05714248203520745,-0.4620585577357228,-0.4399603918855333,0.09614623086747084,0.3415174958215407,0.4352245859866829,-0.3668399562978399,0.0161805290706712
2019-01-15,-3.7402318374716046,0.5343637039876402,1.480690477297321,0.16450328097068856,-1.0850463879566294,0.843278830208342,-0.14515203334977603,0.8283791960937646,-0.15511642238712203,-0.7245217439197447,-0.6246051518765133,0.07292253047135716,0.10727479113217289,-0.3012039106005985,0.05420934243144331,-0.5703860803673967,0.0034131869440229
2019-01-16,-4.052723241722008,0.1678189464614217,1.3970246465911942,0.6074250241767959,-0.8570434724927368,-0.12046295477725308,-0.6387087424136607,0.7473173955646994,-0.04618123159531613,-0.5421913465360568,-0.6558644233655828,0.28549492957054085,0.025631294431791435,-0.38135833400763347,-0.2075268223168402,-0.33286710011846987,0.0023340314256026
2019-01-17,-4.299813135116016,-0.28216365717457886,1.5815561789062451,0.7367645801505962,-0.9440856011918635,-0.055039715435430146,-0.6204200443555766,0.4058281003525959,-0.8542822808115139,-0.6082860321056021,-0.8012235007822213,0.5844208800831012,0.024025139038394608,-0.421335441481469,-0.4530185139915786,0.005621716138000902,-0.0131830528536093
2019-01-18,-3.9739364222759233,0.2962237410745376,1.4806098695200414,1.3720542673505889,-0.06295168654240742,-0.5573715790219211,-0.14260866042503592,0.9768232728544766,0.26088734761604093,-0.7529564581172998,-0.815776803035546,0.5584415654033572,0.15723515104988744,-0.14221942163941778,-0.5221332350421852,-0.1360734766646714,0.0126816177547894
2019-01-22,-3.264875217789995,0.9366608474444569,1.7410802570976542,1.5007184321426035,0.7814249863661455,-0.8389038774632703,-0.3356540866617397,1.85573544257174,-0.42020079499879803,-0.5593392685861944,-0.34884635775016054,0.3418974254574227,0.45809161210435934,-0.10561976422330188,-0.5157804316019291,0.02133047751121046,0.0112159572701173
2019-01-23,-3.833455999908391,0.2585746798712484,2.0210047578604153,1.5452104933230042,0.32982311836859124,-0.5072868760638296,0.4257352694485853,1.6932752558123434,0.24411625645498158,-0.7636190300937368,-0.36583785665153795,0.6784459260220272,0.6103249067923123,-0.6290956460170151,0.15488356973856343,0.4432036273569524,0.0216942907926157
2019-01-24,-3.5886598054563557,0.629976720932258,2.923768029663242,1.9475440343265125,0.38912575821760814,-0.1886088826408979,-0.08928519418310951,0.2993475023587485,-0.9892024979045453,-0.23500818666190992,-0.546556534889978,0.7781279741488811,0.1199212248224,-0.7936230531910867,-0.15065983649536743,0.18982504558326696,-0.012052207268489
2019-01-25,-3.8676284161280843,0.5667370964674726,1.877679474626571,1.4327462142973524,0.15909250902833036,-0.8818406920833923,-1.0430597944339526,0.7587465067715174,-0.3289067719780256,0.902557410876398,0.19434984338535669,0.8248347147817778,0.6054685093437943,-0.45951269592153443,-0.0038581147641985674,0.18792655243755402,-0.0021951959705778
2019-01-28,-3.95541865638154,0.3036175789642343,0.7944646419750037,0.6128234185324251,-0.724208497972552,-0.5433920774971778,-1.0853713788324721,0.29522297143121995,-0.06514068394533555,-0.25495190119329564,-0.5753315852061143,1.3642153475615417,0.38810050447650163,-0.4000311530163227,0.09521053868643377,0.40967438360918945,-0.0025897992070234
2019-01-29,-3.951732281678086,0.5234918692795342,0.9690202507661932,1.1864866744389757,-0.16973995195174044,-0.4025422533384255,-0.4181896139101583,0.5684712301210975,0.6821341390344504,-0.22722317968258368,-0.5868240483010033,0.9317180418341316,0.13869060390513574,-0.23682346837802268,-0.019140165278802062,-0.017678458984610002,0.0139034881195447
2019-01-30,-3.695773604186426,0.6502495130723446,2.1193049423609183,1.2552379955177881,-0.0660714824031025,0.7925802506737536,-0.058581783470188234,0.1973542666476177,-0.04048119160074737,-0.10850510776041211,-0.5661065038954404,0.9149487567980976,-0.31607369321165757,-0.17748783110171093,-0.21006531670741427,-0.3300934441505352,0.0005916741689097
2019-01-31,-3.974474346024027,0.24189970736564445,1.5946721524236518,0.9140267108045967,-0.44363393623292563,-0.1059142181740419,-0.20893198696508106,0.9743672471928073,1.1416379987179814,-0.45512222778741607,-0.4657123940417466,0.945596446187879,-0.5456419936918315,-0.165408622894626,-0.1196812476658671,-0.06587059541359261,0.0244902984827264
2019-02-01,-3.548499275207087,0.6127664847398862,2.81817211601079,1.5042055224861919,-0.03214165898711093,0.2711975355259504,-0.34129947655084336,0.050205854982426426,-0.3997123200520583,-0.38586620720443604,-0.7139049249391477,0.6176692591530258,-0.8909910701697511,-0.3059484669086817,-0.2879516807183049,-0.31980963974713544,-0.0072937461653447
2019-02-04,-4.157836773880051,0.12253896745988337,2.04590748984646,1.2950930286148101,-0.7212313032489528,-0.5200593833986231,-1.0654696493138736,-0.5060658301091427,-0.04753293302016742,0.08536469645649755,-0.713198940783702,0.6615076157500949,-0.3351876652853929,-0.1409401244148053,-0.0695886088039981,-0.25272065615924616,-0.0102953781888306
2019-02-05,-3.9628425972559884,0.5320372069192878,1.8892271071348588,1.593737145933452,-0.21997732221014035,-0.7217185542595913,-0.7234982735920698,-0.044295184453919736,0.8353668318449029,-0.042651073434711854,-0.7395570069121039,0.4799112141574576,-0.2502042313796604,0.07678912723529424,-0.06422976426465042,-0.38705261726655,0.0096241880638325
